VICTIM AGE,EDUCATION LEVEL,SOCIAL MEDIA PLATFORM,LOCATION (STATE),INCIDENT YEAR,TYPE OF HARASSMENT,DURATION (MONTHS),ACTION TAKEN,OUTCOME/RESULTS
28,Certification course,Other,Penang,2021,Sexting,11,Reported to authorities,No action
45,No Formal Education,TikTok,Selangor,2022,Indecent exposure,3,Blocked user,still continues
19,Diploma,Other,Penang,2018,Threat,3,Ignored,Warning issued
19,Bachelor's Degree,TikTok,Pahang,2020,Sharing explicit images without consent,3,Blocked user,User banned
19,Bachelor's Degree,Other,Sarawak,2018,Comments about physical appearance,1,Reported to authorities,Warning issued
32,Bachelor's Degree,Facebook,Kuala Lumpur,2020,Spreading sexual rumours,3,Ignored,No action
18,Secondary School,Instagram,Penang,2020,Indecent exposure,3,Blocked user,Warning issued
34,Secondary School,Instagram,Terengganu,2020,Indecent exposure,1,Ignored,Warning issued
41,No Formal Education,Tinder,Terengganu,2022,Spreading sexual rumours,4,Ignored,Warning issued
41,High School,WhatsApp,Melaka,2018,Sexual photos,10,Reported to platform,Warning issued
34,High School,WhatsApp,Pahang,2021,Unwanted flirting,9,Reported to authorities,No action
25,No Formal Education,Facebook,Sabah,2019,discussing their own sex life,2,Blocked user,User banned
29,Diploma,Instagram,Selangor,2019,Stalking,2,Reported to authorities,still continues
29,Bachelor's Degree,Bumble,Selangor,2022,Stalking,11,Ignored,User banned
32,Diploma,Tinder,Negeri Sembilan,2020,Sharing explicit images without consent,8,Blocked user,still continues
27,No Formal Education,WhatsApp,Sarawak,2018,Making sexual jokes,11,Blocked user,still continues
41,Certification course,Tinder,Selangor,2019,Threat,5,Reported to authorities,No action
32,High School,Bumble,Kelantan,2022,Spreading sexual rumours,5,Blocked user,User banned
42,Bachelor's Degree,Tinder,Perak,2022,Comments about physical appearance,11,Reported to authorities,No action
22,No Formal Education,TikTok,Penang,2022,Spreading sexual rumours,8,Ignored,User banned
24,No Formal Education,Twitter,Kedah,2019,Indecent exposure,2,Reported to platform,User banned
34,Diploma,Facebook,Perak,2022,Requests for sex,12,Reported to platform,Warning issued
28,High School,Instagram,Kelantan,2021,Sexual photos,1,Reported to authorities,User banned
45,Diploma,Twitter,Kelantan,2022,Unwanted flirting,9,Reported to authorities,still continues
32,Certification course,Bumble,Kelantan,2018,Comments about physical appearance,7,Ignored,Warning issued
32,Certification course,Tinder,Melaka,2022,Threat,1,Reported to platform,No action
27,High School,TikTok,Penang,2019,Be mindful of sharing personal information,4,Reported to platform,still continues
21,High School,Twitter,Kuala Lumpur,2020,Requests for sex,9,Ignored,Warning issued
40,Diploma,Twitter,Melaka,2021,discussing their own sex life,8,Reported to authorities,User banned
37,High School,Facebook,Kedah,2018,Offensive name-calling,12,Reported to authorities,Warning issued
29,Diploma,Bumble,Kelantan,2019,Requests for sex,11,Reported to platform,No action
19,Secondary School,TikTok,Melaka,2020,Spreading sexual rumours,2,Reported to platform,User banned
41,Bachelor's Degree,Other,Melaka,2018,discussing their own sex life,11,Reported to platform,still continues
42,Certification course,Twitter,Melaka,2019,Threat,11,Ignored,still continues
28,Diploma,Instagram,Melaka,2022,Stalking,1,Reported to platform,still continues
37,No Formal Education,Tinder,Penang,2020,Threat,1,Reported to authorities,No action
29,Certification course,Instagram,Perlis,2021,Be mindful of sharing personal information,12,Blocked user,User banned
42,No Formal Education,WhatsApp,Perak,2019,Spreading sexual rumours,7,Reported to platform,User banned
36,Secondary School,Instagram,Perlis,2019,Offensive name-calling,4,Reported to authorities,Warning issued
23,High School,Bumble,Kedah,2019,Offensive name-calling,9,Ignored,User banned
36,High School,TikTok,Sarawak,2020,Unwanted flirting,8,Ignored,No action
28,Certification course,Bumble,Selangor,2018,Spreading sexual rumours,10,Blocked user,still continues
34,Diploma,Bumble,Selangor,2021,Making sexual jokes,2,Blocked user,User banned
18,No Formal Education,Other,Penang,2019,Making sexual jokes,8,Ignored,still continues
45,Bachelor's Degree,Tinder,Kelantan,2020,Unwanted flirting,8,Ignored,No action
26,Diploma,Twitter,Terengganu,2020,Making sexual jokes,4,Reported to authorities,Warning issued
30,High School,Twitter,Pahang,2022,Sexual photos,5,Blocked user,still continues
45,Diploma,TikTok,Terengganu,2022,Be mindful of sharing personal information,10,Ignored,Warning issued
29,High School,Twitter,Kuala Lumpur,2018,Sexual photos,11,Ignored,No action
37,Bachelor's Degree,Tinder,Negeri Sembilan,2022,discussing their own sex life,10,Reported to platform,Warning issued
44,Diploma,Instagram,Perak,2020,Sharing explicit images without consent,11,Reported to platform,Warning issued
38,Certification course,Tinder,Sarawak,2018,Indecent exposure,6,Reported to platform,still continues
19,Certification course,Instagram,Kedah,2022,Unwanted flirting,1,Reported to authorities,Warning issued
23,Diploma,Other,Kedah,2018,Requests for sex,11,Blocked user,Warning issued
37,Secondary School,Bumble,Sabah,2019,Offensive name-calling,7,Reported to platform,Warning issued
36,Diploma,WhatsApp,Negeri Sembilan,2022,Sexting,1,Blocked user,Warning issued
30,No Formal Education,Bumble,Selangor,2020,Making sexual jokes,9,Reported to authorities,No action
18,Secondary School,Other,Pahang,2018,Indecent exposure,11,Reported to authorities,Warning issued
23,Bachelor's Degree,Tinder,Kuala Lumpur,2018,Be mindful of sharing personal information,1,Reported to authorities,still continues
41,Secondary School,Other,Perlis,2018,Offensive name-calling,3,Ignored,No action
36,Bachelor's Degree,Instagram,Penang,2021,Be mindful of sharing personal information,2,Reported to platform,User banned
41,Certification course,TikTok,Kedah,2019,Sharing explicit images without consent,6,Reported to authorities,still continues
33,No Formal Education,Bumble,Johor,2019,Sharing explicit images without consent,8,Reported to platform,Warning issued
23,Certification course,Facebook,Perlis,2019,Indecent exposure,9,Blocked user,still continues
36,Certification course,Other,Selangor,2018,Threat,4,Ignored,Warning issued
30,No Formal Education,WhatsApp,Perlis,2021,Sexual photos,8,Reported to platform,No action
45,Bachelor's Degree,Facebook,Kelantan,2018,Comments about physical appearance,10,Reported to platform,No action
20,High School,TikTok,Kelantan,2020,Comments about physical appearance,2,Ignored,No action
23,Certification course,TikTok,Negeri Sembilan,2020,Requests for sex,2,Reported to platform,Warning issued
18,High School,Facebook,Negeri Sembilan,2020,Threat,4,Reported to authorities,still continues
45,Secondary School,Tinder,Johor,2020,Requests for sex,8,Reported to authorities,still continues
30,Secondary School,TikTok,Perlis,2022,Threat,5,Blocked user,still continues
18,No Formal Education,Facebook,Selangor,2019,Sexting,10,Ignored,No action
24,Secondary School,Other,Perak,2019,discussing their own sex life,3,Blocked user,User banned
32,No Formal Education,Instagram,Perlis,2021,Offensive name-calling,1,Blocked user,No action
35,Certification course,Other,Kelantan,2018,Sharing explicit images without consent,3,Reported to authorities,User banned
28,No Formal Education,Bumble,Pahang,2019,Sharing explicit images without consent,9,Ignored,still continues
36,Bachelor's Degree,Twitter,Melaka,2019,Offensive name-calling,7,Reported to platform,User banned
39,Diploma,TikTok,Negeri Sembilan,2021,Indecent exposure,12,Ignored,No action
33,Diploma,WhatsApp,Sabah,2020,Sexual photos,12,Reported to platform,No action
42,Diploma,Instagram,Selangor,2020,Making sexual jokes,3,Ignored,User banned
40,High School,Facebook,Johor,2019,discussing their own sex life,9,Ignored,No action
27,Secondary School,Tinder,Perak,2021,discussing their own sex life,3,Reported to authorities,No action
45,Bachelor's Degree,Facebook,Sarawak,2020,Offensive name-calling,5,Blocked user,No action
34,Bachelor's Degree,Tinder,Sarawak,2020,Be mindful of sharing personal information,9,Reported to authorities,still continues
23,Secondary School,Instagram,Selangor,2018,Making sexual jokes,6,Reported to authorities,Warning issued
18,No Formal Education,TikTok,Perlis,2021,Sexual photos,5,Reported to platform,No action
39,Bachelor's Degree,Other,Selangor,2019,Sharing explicit images without consent,12,Reported to platform,still continues
36,Diploma,Bumble,Perak,2022,Sexual photos,5,Reported to platform,User banned
20,Diploma,Bumble,Pahang,2019,Stalking,8,Blocked user,Warning issued
42,Diploma,TikTok,Penang,2018,discussing their own sex life,1,Blocked user,Warning issued
33,Secondary School,Other,Perak,2022,Be mindful of sharing personal information,4,Blocked user,Warning issued
25,Bachelor's Degree,Tinder,Terengganu,2019,Requests for sex,10,Ignored,User banned
43,Secondary School,TikTok,Selangor,2018,Making sexual jokes,12,Ignored,still continues
45,No Formal Education,TikTok,Sabah,2021,Threat,11,Reported to platform,Warning issued
32,Bachelor's Degree,WhatsApp,Selangor,2022,Unwanted flirting,6,Reported to platform,still continues
27,Certification course,TikTok,Perak,2018,Offensive name-calling,11,Ignored,No action
26,No Formal Education,Tinder,Kedah,2021,Sexual photos,6,Reported to authorities,still continues
41,Certification course,Tinder,Pahang,2022,Be mindful of sharing personal information,5,Reported to authorities,User banned
33,Diploma,Bumble,Perlis,2019,Indecent exposure,3,Reported to authorities,Warning issued
20,High School,Instagram,Sabah,2019,discussing their own sex life,1,Reported to platform,User banned
45,Secondary School,TikTok,Penang,2021,Stalking,12,Reported to platform,still continues
20,No Formal Education,Twitter,Perlis,2019,Requests for sex,2,Reported to platform,User banned
45,Secondary School,WhatsApp,Melaka,2020,Sexting,9,Blocked user,User banned
38,Bachelor's Degree,Instagram,Selangor,2020,Sharing explicit images without consent,9,Ignored,No action
39,Certification course,WhatsApp,Kuala Lumpur,2021,Comments about physical appearance,2,Ignored,User banned
34,No Formal Education,Other,Penang,2022,Stalking,5,Blocked user,still continues
25,Diploma,WhatsApp,Kuala Lumpur,2020,Making sexual jokes,2,Reported to platform,still continues
34,High School,WhatsApp,Kuala Lumpur,2018,Sexual photos,2,Reported to authorities,User banned
41,Bachelor's Degree,Twitter,Pahang,2019,Sharing explicit images without consent,10,Ignored,still continues
40,Secondary School,WhatsApp,Selangor,2019,Indecent exposure,10,Reported to platform,Warning issued
27,Diploma,Tinder,Negeri Sembilan,2020,Spreading sexual rumours,4,Blocked user,No action
25,No Formal Education,TikTok,Penang,2020,Be mindful of sharing personal information,7,Blocked user,still continues
18,Diploma,Instagram,Penang,2022,Sexual photos,9,Reported to platform,still continues
24,No Formal Education,Other,Kedah,2022,Spreading sexual rumours,7,Ignored,No action
27,Bachelor's Degree,Tinder,Selangor,2022,Stalking,5,Reported to platform,No action
21,Bachelor's Degree,Twitter,Sarawak,2019,Indecent exposure,8,Blocked user,still continues
20,Secondary School,Bumble,Perlis,2022,Indecent exposure,10,Reported to platform,still continues
18,Certification course,Tinder,Sabah,2022,Comments about physical appearance,7,Blocked user,User banned
42,High School,Other,Perlis,2022,discussing their own sex life,8,Blocked user,still continues
25,No Formal Education,WhatsApp,Penang,2019,Sexting,12,Reported to authorities,User banned
37,Certification course,Other,Kedah,2018,Sharing explicit images without consent,12,Reported to platform,Warning issued
40,Bachelor's Degree,TikTok,Kelantan,2018,Be mindful of sharing personal information,1,Blocked user,No action
22,Certification course,Tinder,Johor,2019,Comments about physical appearance,4,Reported to platform,still continues
32,Bachelor's Degree,Other,Penang,2021,discussing their own sex life,1,Ignored,Warning issued
18,Bachelor's Degree,Other,Pahang,2022,Comments about physical appearance,6,Blocked user,still continues
32,No Formal Education,Twitter,Selangor,2019,Offensive name-calling,4,Reported to authorities,No action
22,Certification course,WhatsApp,Kelantan,2018,Making sexual jokes,9,Ignored,User banned
40,Diploma,WhatsApp,Kuala Lumpur,2022,discussing their own sex life,11,Blocked user,still continues
